,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
2,287766,Tucker's Trail,https://www.singletracks.com/bike-trails/tuckers-trail/,9.0,"Tucker's trail will be enjoyable to all single track riders, beginners will have to walk parts of it, experts will be totally entertained.  The views are spectacular, and the forest is beautiful.  In addition to this trail there are over 50 miles of interconnecting single track, and then hundreds of miles of double track","I-93, exit 38, go through blinking light to Harvard St, go to end of road, trail starts at Fox Hill Park.  Head up fairly steep hill, about 200 vertical feet, at about 100 feet past the height of land there is a junction, go either way, because it's a loop.  Remember to turn the opposite way you chose when coming upon other junctions otherwise you won't come back to the starting point.  When you get to a cul de sac, just continue across, the trail continues on the other side.  Enjoy volkswagon rock!",Franconia,New Hampshire,United States,44.22368,-71.74132,Expert,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2014/05/mobile-1399857678-orig.jpg
3,282228,Franconia Recreational Trail,https://www.singletracks.com/bike-trails/franconia-recreational-trail-6406/,20.0,"The Franconia Notch State Park Recreational Trail is a paved trail that parallels Franconia Notch State Parkway, and the scenic pemigewasset brook. The 20 mile round trip brings riders within easy reach of park <br />
Attractions including the Flume Gorge, the Old Man of the Mountain Profile, Profile Lake, Boise Rock, the Basin, Cannon Mountain Aerial Tramway and Echo Lake. There's no fee for the use of the bike path. The Path Starts at the Flume parking lot, and ends just north of Cannon Mountain.","9 Franconia Notch Pkwy, Franconia, NH",Franconia,New Hampshire,United States,44.09688,-71.68214,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2013/05/424580_10151051284270098_371361972_n-0-orig.jpg
4,282402,Ricker Pond State Park,https://www.singletracks.com/bike-trails/ricker-pond-state-park/,15.0,Groton Forest offers excellent mountain biking.,"From Groton: Go 2 mi. W on U.S. 302, then 2-1/2 mi. NW on VT 232.",Groton,Vermont,United States,44.24361,-72.24925,,,0.0,
5,279693,Storrs Pond Recreation Area,https://www.singletracks.com/bike-trails/storrs-pond-recreation-area/,5.0,Great mountain bike trails.,NH,Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
6,284910,Fox Park,https://www.singletracks.com/bike-trails/fox-park/,10.0,"Let me start off by saying I wish someone would GPS this trail.  You can get lost in Fox Park quite easily (I do all the time), so give yourself a big window of time.  Also, please don't pay too much attention to the trail length I gave.  I honestly can't tell you how far back this goes.  <br />
<br />
This place has a good bit of variety, but it is mostly rocky/root-y single track that you'll be crawling up or flying down.  There are some features mixed into the trails.  A large 15+ foot log with the top hacked flat crosses a stream, a rather arbitrary boardwalk which reaches about 10 feet tall x 30 feet long you can ride down through the pine trees, and a dirt jump section which includes a few smaller jumps, an inclined log, some random log I think you're supposed to hop onto, and the coolest thing, a 3 foot high jump which throws you onto a steep decline at the bottom of which begins a 20 foot boardwalk/ramp that ends with a 6 - 7 foot gap.  I ate dirt my first and only time, and my shin's still numb from where I banged it on the ground.  So, Fox Park definitely has some cool stuff and it needs to really be explored!  A lot of stream crossings could be cause for some more bridges, because I find myself walking across more than riding through.<br />
<br />
The best strategy, I think, is to climb to the highest point you can, which inevitably leads to the dirt jump section ... maybe.  Honestly, someone needs to map that place.  It's also a place where some swamp walks could be a huuuuuuuuuuge benefit.  Anybody looking to develop a trail, check out Fox Park!","From I-93 North or South, take exit 25 and turn right.  Once you hit the traffic circle, take the third exit and drive through town.  The road will fork right after the post office, and so you want to continue right.  Watch out for college students and pedestrians!  Go up the hill, past the bank, and take a left at the blinking yellow light onto Langdon St.  Continue through a four-way stop, and you want to take a right following the funeral home.  The Fox Park parking lot is on your left.  There are a few entrances to the trail, but the best way I think is to ride your bike past the playground and pavilion.  Should be one trailhead that starts there.",Plymouth,New Hampshire,United States,43.75234,-71.69273,Advanced,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2010/04/Fox-Park-0-orig.jpg
7,284906,Gyro,https://www.singletracks.com/bike-trails/gyro/,2.0,"Alright, so the first trail on the right leads to this small dirt bowl with some smaller jumps (big enough for me) where you can have some fun.  In the middle of the bowl, if you take a left, you'll hit some of the fastest single track in the Gyro, which has wider turns, is mostly flat, and with some nice dips here and there.  Also a  long 2 x 4 that clears a gap you can skip if you're not comfortable with it.  Follow the track and it will come out close to the river (this is also where one of the other trails connects, so be on the lookout for other bikers).  Take the track along the lake and continue on (you'll see some smaller dirt jumps), ride over the see-saw, and you'll be out of the system and amidst some small houses.  You're back out on the road.  Take a right, and you can go back to the gas station.<br />
<br />
The second trailhead on the right begins the twistier single track where you'll have to watch your handlebars and weasel through some tighter spots.  This track is the longest, goes all over the place, comes out close to the river, but then turns back into the woods.  The trail will pass through a clearing and end up where that first trail comes out.  You can either continue on toward the river and finish out on the road, or you can turn on the faster single track and end your trip with the dirt bowl and come back out on the dirt service road. The trail on the left is not very twisty, it's quite short (fun too), and will pass by an impressive BMX/DJ section, before coming out in the parking lot of the first gas station you had earlier passed.  Try to turn it all into a big loop! <br />
<br />
Optional: If you want, keep taking that dirt service road back, go over an old bridge with holes in it, and into a field.  Best in the springtime when the grass is lower, but still very Little House on the Prairie any time of year.  If you see ATV/bike tracks, follow them and watch out for animal dwellings.  This leads (hopefully) to gravel road that you climb to a paved road.  Take a left, go down the road, take another left onto the next road (175), and ride back into Plymouth.  ","This one's super easy.  On I-93, North or South, take exit 25 and turn right.  You'll pass by two gas stations on your left.  Across from the second gas station is the road that leads to Plymouth State's gym parking lot, in which there is a guest section (no overnight parking).  Get on your bike, get back to the main road, and cross over to the gas station.  Take a left, see the service road between the two gas stations, and get on it.  Keep on going and you'll see a trail on the right ... then a trail on the left, then another trail on the right.  ",Plymouth,New Hampshire,United States,43.75829,-71.68346,Beginner,,4.33,https://images.singletracks.com/blog/wp-content/uploads/2011/07/1287-0-orig.jpg
8,279699,XC Ski Loop,https://www.singletracks.com/bike-trails/xc-ski-loop/,4.0,"Around the uphill XC Ski loop, to screamin downhill, back on unknown trails, connecting to frankensteins folly and back to parking lot","Oak Hill or Storr's Pond Recreation Center in Hanover, NH",Hanover,New Hampshire,United States,43.72290,-72.26257,,,0.0,
9,279698,Double Track,https://www.singletracks.com/bike-trails/double-track/,1.0,out and back,up from parking lot on obvious road,Hanover,New Hampshire,United States,43.72254,-72.26280,,,0.0,
10,282401,Stillwater State Park,https://www.singletracks.com/bike-trails/stillwater-state-park/,20.0,Designated multi-use trails.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on Vt. 232, then 1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
11,282411,Boulder Beach State Park,https://www.singletracks.com/bike-trails/boulder-beach-state-park/,14.0,Great mountain biking area.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.27989,-72.27430,,,0.0,
12,282416,Big Deer State Park,https://www.singletracks.com/bike-trails/big-deer-state-park/,13.0,Good riding in this park.,"From Groton: Go 2 mi. W on U.S. 302, then 6 mi. NW on VT 232, then 1-1/2 mi. E on Boulder Beach Rd.",Groton,Vermont,United States,44.28926,-72.26797,,,0.0,
13,271888,Blue Ribbon trail,https://www.singletracks.com/bike-trails/blue-ribbon-trail/,16.0,Ride up to the fire tower. Then descend the ridge trail. Ride down to the Sector 5 trails or exit to the road.,Gile mountain parking lot.,Norwich,Vermont,United States,43.72483,-72.31478,,,0.0,
14,274741,Parker Mountain / Gardner,https://www.singletracks.com/bike-trails/gardner/,6.0,This trail is a beautiful beast that is as techy as tech gets.  You will come away a better mountain biker.,Top of School Street,Littleton,New Hampshire,United States,44.31444,-71.77048,Intermediate,Fat biking allowed in winter,5.0,
15,286415,Moore Dam,https://www.singletracks.com/bike-trails/moore-dam/,3.0,"The trail is suited for most all abilities. It will chanllange advanced and expert riders and be a great variety of terrain for all abilities. There are nice rolling sections for beginers, mild climbs, stream and ditch crossings, on many different bridge types. The trail goes from smooth to rooty and technical, back to smooth and very twisty.  Great challange for all.",Take I93 to exit  43  and then take a left (from either north or south bound) off the exit ramp. Continue on Rt 135 north for about 500 ft - 1000 ft. and take left onto Old waterford road. Continue to the end of road about 1 mile and park in the upper lot of the boat launch area. You will see signs for the trail on the left side of the lot. ,Littleton,New Hampshire,United States,44.33982,-71.83698,Intermediate,,4.25,https://images.singletracks.com/blog/wp-content/uploads/2017/12/C49A5E0D-D9AD-438B-919C-A5254F84E5CFjpeg-orig-scaled.jpg
16,282410,Kettle Pond State Park,https://www.singletracks.com/bike-trails/kettle-pond-state-park/,13.0,Great mountain biking.,"From I-91N (Exit 17): Take a left onto US-302 west, go 8.7 miles.  Turn right onto VT-232N. Travel 7.5 miles and Kettle Pond is on the left.",Groton,Vermont,United States,44.29373,-72.30768,,,0.0,
17,279696,Boston Lot,https://www.singletracks.com/bike-trails/boston-lot/,30.0,"This trail system consists of many small trails that connect. It can be confusing to navagate, so be sure you have a map on paper or your phone ( paper maps an advice on what trails to take ar available at Mason Racing Cycles in Lebanon). There is a few miles of beginer trails with a small skill park. Once you get further from the trail head, the trails get harder. There is lots of clasic New England gnar, a few drops and jumps, and some steep rock rolls.","From the town of Lebanon, drive east down Mascoma st. Right after crossing the highway you turn right at Top Stitch Embroidery, the trail head is down the dirt road next to it, and is behind a bunch of piles of dirt and gravel.",Lebanon,New Hampshire,United States,43.67224,-72.26831,Advanced,,4.75,
